0,18821949904759452
 0,14179185991467003
 0,16309627564378737
 0,1085807650630457
 0,08345754165923858
 0,1337039884668528
 0,1337039884668528
 0,19549283846826457
 0,14179185991467003
 0,1085807650630457
 0,2101889820567319
 0,15882721187065993
 0,1484001320553201
 0,18395043527446706
 0,16691508331847715
 0,08345754165923858
 0,12327690865151297
 0,1337039884668528
 0,08345754165923858
 0,1791105699436764
 0,16309627564378737
 0,1337039884668528
 0,1791105699436764
 0,15882721187065993
 0,12327690865151297
 0,16309627564378737
 0,12327690865151297
 0,1484001320553201
 0,16691508331847715
 0,08345754165923858
 0,08345754165923858
 0,19017917358266062
 0,1337039884668528
 0,16691508331847715
 0,15398734653986929
 0,16309627564378737
 0,14179185991467003
 0,08345754165923858
 0,08345754165923858
 0,12327690865151297
 0,15882721187065993
 0,1085807650630457
 0,1484001320553201
 0,08345754165923858
 0,1337039884668528
 0,08345754165923858
 0,1337039884668528
 0,12327690865151297
 0,1337039884668528
 0,12327690865151297
